Transaktions-ID,Datum,Kunden-ID,Artikel
c293882d-9b91-4839-8b8e-c78638a0be43,17/01/21,248,Brötchen
c293882d-9b91-4839-8b8e-c78638a0be43,17/01/21,248,Cola
a9074eb9-3c33-4bf9-b7e6-edccbde76f2e,08/02/20,304,Dosenbier
052c76e8-06e4-4a84-a6fb-0ef6256332f2,28/12/20,60,Mineralwasser
052c76e8-06e4-4a84-a6fb-0ef6256332f2,28/12/20,60,Fruchtsaft
052c76e8-06e4-4a84-a6fb-0ef6256332f2,28/12/20,60,Dosenbier
04c0bce3-bcc1-4e3d-b0f5-b4eb17dc165b,09/03/20,361,Flaschenbier
3097f7e6-9877-4897-ac8a-43bd0a576d50,08/03/20,427,Vollmilch
3097f7e6-9877-4897-ac8a-43bd0a576d50,08/03/20,427,Saure Sahne
3097f7e6-9877-4897-ac8a-43bd0a576d50,08/03/20,427,Hartkäse
3097f7e6-9877-4897-ac8a-43bd0a576d50,08/03/20,427,Brötchen
3097f7e6-9877-4897-ac8a-43bd0a576d50,08/03/20,427,Dinkelbrot
3097f7e6-9877-4897-ac8a-43bd0a576d50,08/03/20,427,Haustierepflege
3097f7e6-9877-4897-ac8a-43bd0a576d50,08/03/20,427,Zeitungen
4765ea24-27f6-4de3-bb4d-f874fc49612b,04/05/20,416,Salatöl
369f4a2b-c9a2-486b-8ba6-0325354b789b,23/04/20,60,Schinken
369f4a2b-c9a2-486b-8ba6-0325354b789b,23/04/20,60,Hühnchen
369f4a2b-c9a2-486b-8ba6-0325354b789b,23/04/20,60,Schweinefleisch
369f4a2b-c9a2-486b-8ba6-0325354b789b,23/04/20,60,Wurzelgemüse
369f4a2b-c9a2-486b-8ba6-0325354b789b,23/04/20,60,Vollmilch
369f4a2b-c9a2-486b-8ba6-0325354b789b,23/04/20,60,Saure Sahne
369f4a2b-c9a2-486b-8ba6-0325354b789b,23/04/20,60,Brötchen
369f4a2b-c9a2-486b-8ba6-0325354b789b,23/04/20,60,Zucker
369f4a2b-c9a2-486b-8ba6-0325354b789b,23/04/20,60,Cola
369f4a2b-c9a2-486b-8ba6-0325354b789b,23/04/20,60,Waffeln
369f4a2b-c9a2-486b-8ba6-0325354b789b,23/04/20,60,Schokolade
369f4a2b-c9a2-486b-8ba6-0325354b789b,23/04/20,60,Kekse
369f4a2b-c9a2-486b-8ba6-0325354b789b,23/04/20,60,Marshmallow
369f4a2b-c9a2-486b-8ba6-0325354b789b,23/04/20,60,Servietten
ae71f06d-6017-46be-9f9f-e0b32a83f14a,15/08/20,135,Flaschenbier
ae71f06d-6017-46be-9f9f-e0b32a83f14a,15/08/20,135,Zeitungen
6a883d6a-f3b2-4186-a38d-83957f138088,29/10/20,480,Frankfurter Würstchen
6a883d6a-f3b2-4186-a38d-83957f138088,29/10/20,480,Brötchen
236f208f-b8d4-44ae-80a6-fdd9f15f6328,01/03/20,90,Wurst
236f208f-b8d4-44ae-80a6-fdd9f15f6328,01/03/20,90,Hühnchen
236f208f-b8d4-44ae-80a6-fdd9f15f6328,01/03/20,90,Trauben
236f208f-b8d4-44ae-80a6-fdd9f15f6328,01/03/20,90,Vollmilch
236f208f-b8d4-44ae-80a6-fdd9f15f6328,01/03/20,90,Streichkäse
236f208f-b8d4-44ae-80a6-fdd9f15f6328,01/03/20,90,Eiscream
236f208f-b8d4-44ae-80a6-fdd9f15f6328,01/03/20,90,Eier aus der Region
236f208f-b8d4-44ae-80a6-fdd9f15f6328,01/03/20,90,eingelegtes Gemüse
236f208f-b8d4-44ae-80a6-fdd9f15f6328,01/03/20,90,Cola
236f208f-b8d4-44ae-80a6-fdd9f15f6328,01/03/20,90,Schokolade
236f208f-b8d4-44ae-80a6-fdd9f15f6328,01/03/20,90,Einkaufstüten
ec37afff-f8d6-4dff-9205-2bf49a7ae827,30/03/20,27,Joghurt
dd7792a2-504a-4a4d-be4a-2e9191b49cd8,07/12/20,240,Schweinefleisch
dd7792a2-504a-4a4d-be4a-2e9191b49cd8,07/12/20,240,Hamburgerfleisch
dd7792a2-504a-4a4d-be4a-2e9191b49cd8,07/12/20,240,Zitrusfrüchte
dd7792a2-504a-4a4d-be4a-2e9191b49cd8,07/12/20,240,Butter
dd7792a2-504a-4a4d-be4a-2e9191b49cd8,07/12/20,240,Joghurt
dd7792a2-504a-4a4d-be4a-2e9191b49cd8,07/12/20,240,Saure Sahne
dd7792a2-504a-4a4d-be4a-2e9191b49cd8,07/12/20,240,Hartkäse
dd7792a2-504a-4a4d-be4a-2e9191b49cd8,07/12/20,240,Tiefkühlobst
dd7792a2-504a-4a4d-be4a-2e9191b49cd8,07/12/20,240,Weißbrot
dd7792a2-504a-4a4d-be4a-2e9191b49cd8,07/12/20,240,Fertiggerichte
dd7792a2-504a-4a4d-be4a-2e9191b49cd8,07/12/20,240,Fruchtsaft
dd7792a2-504a-4a4d-be4a-2e9191b49cd8,07/12/20,240,Salzige Snacks
dd7792a2-504a-4a4d-be4a-2e9191b49cd8,07/12/20,240,Spüßigkeiten/Lollies
dd7792a2-504a-4a4d-be4a-2e9191b49cd8,07/12/20,240,Einkaufstüten
7b61064c-07d6-45b0-8038-c11c71fe7303,16/08/20,102,Rindfleisch
7b61064c-07d6-45b0-8038-c11c71fe7303,16/08/20,102,Wurzelgemüse
7b61064c-07d6-45b0-8038-c11c71fe7303,16/08/20,102,Eier aus der Region
7b61064c-07d6-45b0-8038-c11c71fe7303,16/08/20,102,Essig
7b61064c-07d6-45b0-8038-c11c71fe7303,16/08/20,102,Cola
7054a26c-3510-4e2d-8129-8d53cad9a0cf,26/03/20,254,Hühnchen
7054a26c-3510-4e2d-8129-8d53cad9a0cf,26/03/20,254,Hamburgerfleisch
7054a26c-3510-4e2d-8129-8d53cad9a0cf,26/03/20,254,Kräuter
7054a26c-3510-4e2d-8129-8d53cad9a0cf,26/03/20,254,Saure Sahne
7054a26c-3510-4e2d-8129-8d53cad9a0cf,26/03/20,254,Nudelsuppe
7054a26c-3510-4e2d-8129-8d53cad9a0cf,26/03/20,254,Cola
7054a26c-3510-4e2d-8129-8d53cad9a0cf,26/03/20,254,Dosenbier
7054a26c-3510-4e2d-8129-8d53cad9a0cf,26/03/20,254,Spülmittel
7054a26c-3510-4e2d-8129-8d53cad9a0cf,26/03/20,254,Servietten
7054a26c-3510-4e2d-8129-8d53cad9a0cf,26/03/20,254,Frischhaltefolie
347dfed6-365b-42dc-89b5-eb6daa0e717e,29/07/20,499,Schinken
347dfed6-365b-42dc-89b5-eb6daa0e717e,29/07/20,499,Zwiebeln
347dfed6-365b-42dc-89b5-eb6daa0e717e,29/07/20,499,Kräuter
347dfed6-365b-42dc-89b5-eb6daa0e717e,29/07/20,499,Sekt
63895ecd-31e3-4083-90a4-7c15bcd8bd5d,28/10/20,489,Brötchen
91901689-7eb8-45e6-aadf-aeb4693ddc04,10/01/20,134,Dunkles Brot
970f7235-f898-42eb-be07-8ecad566fc6e,22/02/20,500,Butter
970f7235-f898-42eb-be07-8ecad566fc6e,22/02/20,500,Mayonnaise
970f7235-f898-42eb-be07-8ecad566fc6e,22/02/20,500,Instantkaffee
179041ae-5f64-445c-9746-753e3039001a,11/09/20,248,Trauben
179041ae-5f64-445c-9746-753e3039001a,11/09/20,248,Wurzelgemüse
c9a957d6-84bf-4d75-9a63-f6419d3cbbeb,20/06/20,41,Vollmilch
44eee187-7fcf-4eec-bbf5-4011568b10f4,18/06/20,385,Zitrusfrüchte
44eee187-7fcf-4eec-bbf5-4011568b10f4,18/06/20,385,Kernobst
44eee187-7fcf-4eec-bbf5-4011568b10f4,18/06/20,385,Vollmilch
44eee187-7fcf-4eec-bbf5-4011568b10f4,18/06/20,385,Quark
44eee187-7fcf-4eec-bbf5-4011568b10f4,18/06/20,385,Saure Sahne
44eee187-7fcf-4eec-bbf5-4011568b10f4,18/06/20,385,Mineralwasser
44eee187-7fcf-4eec-bbf5-4011568b10f4,18/06/20,385,Flaschenbier
44eee187-7fcf-4eec-bbf5-4011568b10f4,18/06/20,385,Kekse
44eee187-7fcf-4eec-bbf5-4011568b10f4,18/06/20,385,Einkaufstüten
747b4655-8659-41ad-9884-559af39d55b2,28/03/20,273,Saure Sahne
747b4655-8659-41ad-9884-559af39d55b2,28/03/20,273,Haltbare Backwaren
747b4655-8659-41ad-9884-559af39d55b2,28/03/20,273,Servietten
747b4655-8659-41ad-9884-559af39d55b2,28/03/20,273,Zimmerpflanzen
56b9dc35-c284-456d-be00-38ce2534acc4,21/11/20,347,Wurst
56b9dc35-c284-456d-be00-38ce2534acc4,21/11/20,347,Cola
56b9dc35-c284-456d-be00-38ce2534acc4,21/11/20,347,Fruchtsaft
56b9dc35-c284-456d-be00-38ce2534acc4,21/11/20,347,Salzige Snacks
56b9dc35-c284-456d-be00-38ce2534acc4,21/11/20,347,Kaugummi
56b9dc35-c284-456d-be00-38ce2534acc4,21/11/20,347,Einkaufstüten
e630e82a-da63-4c9d-a576-48d6c7fe9e55,26/09/20,339,Fisch
e630e82a-da63-4c9d-a576-48d6c7fe9e55,26/09/20,339,Haltbare Milch
e630e82a-da63-4c9d-a576-48d6c7fe9e55,26/09/20,339,Streichkäse
e630e82a-da63-4c9d-a576-48d6c7fe9e55,26/09/20,339,Eiscream
de8baf7f-f1e3-47a4-adf2-7a9e07c9d267,03/11/20,226,Holzware
de8baf7f-f1e3-47a4-adf2-7a9e07c9d267,03/11/20,226,Hühnchen
de8baf7f-f1e3-47a4-adf2-7a9e07c9d267,03/11/20,226,Schweinefleisch
de8baf7f-f1e3-47a4-adf2-7a9e07c9d267,03/11/20,226,Rindfleisch
de8baf7f-f1e3-47a4-adf2-7a9e07c9d267,03/11/20,226,Hamburgerfleisch
de8baf7f-f1e3-47a4-adf2-7a9e07c9d267,03/11/20,226,Beeren
de8baf7f-f1e3-47a4-adf2-7a9e07c9d267,03/11/20,226,Butter
de8baf7f-f1e3-47a4-adf2-7a9e07c9d267,03/11/20,226,Eier aus der Region
de8baf7f-f1e3-47a4-adf2-7a9e07c9d267,03/11/20,226,Brötchen
de8baf7f-f1e3-47a4-adf2-7a9e07c9d267,03/11/20,226,Dunkles Brot
de8baf7f-f1e3-47a4-adf2-7a9e07c9d267,03/11/20,226,Gebäck
de8baf7f-f1e3-47a4-adf2-7a9e07c9d267,03/11/20,226,Mehl
de8baf7f-f1e3-47a4-adf2-7a9e07c9d267,03/11/20,226,Fertiggerichte
de8baf7f-f1e3-47a4-adf2-7a9e07c9d267,03/11/20,226,Cola
de8baf7f-f1e3-47a4-adf2-7a9e07c9d267,03/11/20,226,Salzige Snacks
de8baf7f-f1e3-47a4-adf2-7a9e07c9d267,03/11/20,226,Schokolade
de8baf7f-f1e3-47a4-adf2-7a9e07c9d267,03/11/20,226,Kekse
de8baf7f-f1e3-47a4-adf2-7a9e07c9d267,03/11/20,226,Hygieneartikel
de8baf7f-f1e3-47a4-adf2-7a9e07c9d267,03/11/20,226,Blumen
2ebb9091-92b7-4803-adef-f77ac384dfdb,24/12/20,245,Wurzelgemüse
2ebb9091-92b7-4803-adef-f77ac384dfdb,24/12/20,245,Vollmilch
2ebb9091-92b7-4803-adef-f77ac384dfdb,24/12/20,245,Butter
2ebb9091-92b7-4803-adef-f77ac384dfdb,24/12/20,245,Kaffee
f1bfa97f-ae42-4a98-82a1-e1216a364d92,23/01/20,369,Walnüsse
f1bfa97f-ae42-4a98-82a1-e1216a364d92,23/01/20,369,Brötchen
cca392b8-e10c-43af-8523-3aebd2daaa60,22/05/20,360,Kernobst
cca392b8-e10c-43af-8523-3aebd2daaa60,22/05/20,360,Kaffee
1bca19c7-40ed-4feb-9020-abe730f99374,19/11/20,243,Wurst
1bca19c7-40ed-4feb-9020-abe730f99374,19/11/20,243,Kernobst
1bca19c7-40ed-4feb-9020-abe730f99374,19/11/20,243,Sonstiges Gemüse
1bca19c7-40ed-4feb-9020-abe730f99374,19/11/20,243,Hartkäse
1bca19c7-40ed-4feb-9020-abe730f99374,19/11/20,243,Dunkles Brot
1bca19c7-40ed-4feb-9020-abe730f99374,19/11/20,243,Salatöl
1bca19c7-40ed-4feb-9020-abe730f99374,19/11/20,243,Hygieneartikel
63d8c66d-a729-4a33-8ae9-572e9efc0774,04/12/20,369,Waffeln
63d8c66d-a729-4a33-8ae9-572e9efc0774,04/12/20,369,Schokoriegel
94e582b4-b1d3-4b85-95a5-524bacd305cf,24/05/20,178,Frankfurter Würstchen
94e582b4-b1d3-4b85-95a5-524bacd305cf,24/05/20,178,Schweinefleisch
94e582b4-b1d3-4b85-95a5-524bacd305cf,24/05/20,178,Kernobst
94e582b4-b1d3-4b85-95a5-524bacd305cf,24/05/20,178,Beeren
94e582b4-b1d3-4b85-95a5-524bacd305cf,24/05/20,178,Wurzelgemüse
94e582b4-b1d3-4b85-95a5-524bacd305cf,24/05/20,178,Sonstiges Gemüse
94e582b4-b1d3-4b85-95a5-524bacd305cf,24/05/20,178,Vollmilch
94e582b4-b1d3-4b85-95a5-524bacd305cf,24/05/20,178,Gebäck
94e582b4-b1d3-4b85-95a5-524bacd305cf,24/05/20,178,Dinkelbrot
94e582b4-b1d3-4b85-95a5-524bacd305cf,24/05/20,178,Sirup
94e582b4-b1d3-4b85-95a5-524bacd305cf,24/05/20,178,Einkaufstüten
7f225764-b8c7-4821-b14e-38a4083cdbfb,10/01/21,235,Kernobst
7f225764-b8c7-4821-b14e-38a4083cdbfb,10/01/21,235,Joghurt
7f225764-b8c7-4821-b14e-38a4083cdbfb,10/01/21,235,Streichkäse
7f225764-b8c7-4821-b14e-38a4083cdbfb,10/01/21,235,Streichwurst
3ff91b2c-78d4-410f-95d5-bf888696293d,24/02/20,303,exotische Früchte
3ff91b2c-78d4-410f-95d5-bf888696293d,24/02/20,303,Vollmilch
3ff91b2c-78d4-410f-95d5-bf888696293d,24/02/20,303,Butter
3ff91b2c-78d4-410f-95d5-bf888696293d,24/02/20,303,Dunkles Brot
21155784-2891-4624-8657-3005161351df,20/01/20,88,Schweinefleisch
21155784-2891-4624-8657-3005161351df,20/01/20,88,Rindfleisch
21155784-2891-4624-8657-3005161351df,20/01/20,88,Vollmilch
21155784-2891-4624-8657-3005161351df,20/01/20,88,Tiefkühlobst
21155784-2891-4624-8657-3005161351df,20/01/20,88,Zucker
21155784-2891-4624-8657-3005161351df,20/01/20,88,Dosenbier
21155784-2891-4624-8657-3005161351df,20/01/20,88,Reinigungsmittel
21155784-2891-4624-8657-3005161351df,20/01/20,88,Gesichtscreme
21155784-2891-4624-8657-3005161351df,20/01/20,88,Servietten
21155784-2891-4624-8657-3005161351df,20/01/20,88,Blumen
6013e184-2454-4046-879a-42087235b8f3,24/01/21,261,Cola
6013e184-2454-4046-879a-42087235b8f3,24/01/21,261,Kekse
6013e184-2454-4046-879a-42087235b8f3,24/01/21,261,Zeitungen
0c6648f5-8f62-4bab-98ba-bc84e326e520,16/12/20,21,Gewürze
26afb370-e34b-4973-bfe6-889623e66020,28/12/20,219,Vollmilch
26afb370-e34b-4973-bfe6-889623e66020,28/12/20,219,Zeitungen
9823b69b-91f9-4260-824f-27b632cd7309,30/07/20,454,Schokolade
45593323-98af-4512-bcf2-a14cc49f74a3,17/08/20,41,Wurst
45593323-98af-4512-bcf2-a14cc49f74a3,17/08/20,41,Hühnchen
45593323-98af-4512-bcf2-a14cc49f74a3,17/08/20,41,Schweinefleisch
45593323-98af-4512-bcf2-a14cc49f74a3,17/08/20,41,Sonstiges Gemüse
45593323-98af-4512-bcf2-a14cc49f74a3,17/08/20,41,Vollmilch
45593323-98af-4512-bcf2-a14cc49f74a3,17/08/20,41,Butter
45593323-98af-4512-bcf2-a14cc49f74a3,17/08/20,41,Joghurt
45593323-98af-4512-bcf2-a14cc49f74a3,17/08/20,41,Margarine
45593323-98af-4512-bcf2-a14cc49f74a3,17/08/20,41,Fruchtsaft
45593323-98af-4512-bcf2-a14cc49f74a3,17/08/20,41,Flaschenbier
5eccfc67-2465-4563-8202-32c09c774a41,10/09/20,27,Sonstiges Gemüse
5eccfc67-2465-4563-8202-32c09c774a41,10/09/20,27,Weichkäse
5eccfc67-2465-4563-8202-32c09c774a41,10/09/20,27,Tiefkühlfertiggericht
5eccfc67-2465-4563-8202-32c09c774a41,10/09/20,27,Dunkles Brot
5eccfc67-2465-4563-8202-32c09c774a41,10/09/20,27,Eingelegter Fisch
d160e1bb-0274-451a-b0c6-f6055abafba6,23/01/21,55,Hühnchen
d160e1bb-0274-451a-b0c6-f6055abafba6,23/01/21,55,Hamburgerfleisch
d160e1bb-0274-451a-b0c6-f6055abafba6,23/01/21,55,Vollmilch
d160e1bb-0274-451a-b0c6-f6055abafba6,23/01/21,55,Brötchen
d160e1bb-0274-451a-b0c6-f6055abafba6,23/01/21,55,Mehl
d160e1bb-0274-451a-b0c6-f6055abafba6,23/01/21,55,Margarine
d160e1bb-0274-451a-b0c6-f6055abafba6,23/01/21,55,Kaffee
d160e1bb-0274-451a-b0c6-f6055abafba6,23/01/21,55,Dosenbier
d160e1bb-0274-451a-b0c6-f6055abafba6,23/01/21,55,Hygieneartikel
d160e1bb-0274-451a-b0c6-f6055abafba6,23/01/21,55,Einkaufstüten
2b146710-a47f-4f45-8dbc-25c81c0b5831,29/10/20,4,Sonstiges Gemüse
2b146710-a47f-4f45-8dbc-25c81c0b5831,29/10/20,4,Vollmilch
2b146710-a47f-4f45-8dbc-25c81c0b5831,29/10/20,4,Butter
2b146710-a47f-4f45-8dbc-25c81c0b5831,29/10/20,4,sonstiger Käse
2b146710-a47f-4f45-8dbc-25c81c0b5831,29/10/20,4,Tiefkühlobst
2b146710-a47f-4f45-8dbc-25c81c0b5831,29/10/20,4,Dinkelbrot
2b146710-a47f-4f45-8dbc-25c81c0b5831,29/10/20,4,Zimmerpflanzen
2afe6405-1ee0-4ccf-abba-de5123472b6e,20/06/20,120,Kernobst
2afe6405-1ee0-4ccf-abba-de5123472b6e,20/06/20,120,Wurzelgemüse
2afe6405-1ee0-4ccf-abba-de5123472b6e,20/06/20,120,Zwiebeln
2afe6405-1ee0-4ccf-abba-de5123472b6e,20/06/20,120,Sonstiges Gemüse
2afe6405-1ee0-4ccf-abba-de5123472b6e,20/06/20,120,Tiefkühlobst
2afe6405-1ee0-4ccf-abba-de5123472b6e,20/06/20,120,Gebäck
309f6c40-a01d-46ed-b66b-50ea960029e7,30/01/20,455,Sonstiges Gemüse
309f6c40-a01d-46ed-b66b-50ea960029e7,30/01/20,455,Quark
309f6c40-a01d-46ed-b66b-50ea960029e7,30/01/20,455,Saure Sahne
309f6c40-a01d-46ed-b66b-50ea960029e7,30/01/20,455,Gebäck
309f6c40-a01d-46ed-b66b-50ea960029e7,30/01/20,455,Backpulver
309f6c40-a01d-46ed-b66b-50ea960029e7,30/01/20,455,eingelegte Früchte
399f9f2f-0e45-4eca-a688-84ead43b844c,11/10/20,397,exotische Früchte
0fc5b194-e313-4336-b9c2-5ce71de85014,05/09/20,108,Kernobst
0fc5b194-e313-4336-b9c2-5ce71de85014,05/09/20,108,Weißbrot
0fc5b194-e313-4336-b9c2-5ce71de85014,05/09/20,108,Kaffee
0fc5b194-e313-4336-b9c2-5ce71de85014,05/09/20,108,Cola
0fc5b194-e313-4336-b9c2-5ce71de85014,05/09/20,108,Fruchtsaft
0fc5b194-e313-4336-b9c2-5ce71de85014,05/09/20,108,Flaschenbier
0fc5b194-e313-4336-b9c2-5ce71de85014,05/09/20,108,Sekt
d10500b2-68fa-4993-9757-34455b91fe67,18/04/20,418,Kochschokolade
53cc1849-7918-49fa-a644-0cbcaccb8b5b,17/06/20,23,Wurst
53cc1849-7918-49fa-a644-0cbcaccb8b5b,17/06/20,23,Schinken
53cc1849-7918-49fa-a644-0cbcaccb8b5b,17/06/20,23,Schweinefleisch
53cc1849-7918-49fa-a644-0cbcaccb8b5b,17/06/20,23,Hamburgerfleisch
53cc1849-7918-49fa-a644-0cbcaccb8b5b,17/06/20,23,Zitrusfrüchte
53cc1849-7918-49fa-a644-0cbcaccb8b5b,17/06/20,23,Vollmilch
53cc1849-7918-49fa-a644-0cbcaccb8b5b,17/06/20,23,Butter
53cc1849-7918-49fa-a644-0cbcaccb8b5b,17/06/20,23,Joghurt
53cc1849-7918-49fa-a644-0cbcaccb8b5b,17/06/20,23,Saure Sahne
53cc1849-7918-49fa-a644-0cbcaccb8b5b,17/06/20,23,Scheibenkäse
53cc1849-7918-49fa-a644-0cbcaccb8b5b,17/06/20,23,Hartkäse
53cc1849-7918-49fa-a644-0cbcaccb8b5b,17/06/20,23,Streichkäse
53cc1849-7918-49fa-a644-0cbcaccb8b5b,17/06/20,23,Tiefkühlfertiggericht
53cc1849-7918-49fa-a644-0cbcaccb8b5b,17/06/20,23,Dunkles Brot
21ef295f-20d2-4f45-8ddb-1d502cb59a49,10/02/20,258,Waffeln
be506fd6-748e-488e-9573-1eb1172a1e01,25/09/20,206,Frankfurter Würstchen
be506fd6-748e-488e-9573-1eb1172a1e01,25/09/20,206,Süßspeisen
be506fd6-748e-488e-9573-1eb1172a1e01,25/09/20,206,Brötchen
be506fd6-748e-488e-9573-1eb1172a1e01,25/09/20,206,Süßstoff
be506fd6-748e-488e-9573-1eb1172a1e01,25/09/20,206,Senf
be506fd6-748e-488e-9573-1eb1172a1e01,25/09/20,206,Dosenbier
be506fd6-748e-488e-9573-1eb1172a1e01,25/09/20,206,Spülmittel
be506fd6-748e-488e-9573-1eb1172a1e01,25/09/20,206,Kosmetik für Männer
72953811-df1d-4af4-8e71-3490fe4b8bfd,30/10/20,350,Wurst
72953811-df1d-4af4-8e71-3490fe4b8bfd,30/10/20,350,Salami
72953811-df1d-4af4-8e71-3490fe4b8bfd,30/10/20,350,Vollmilch
72953811-df1d-4af4-8e71-3490fe4b8bfd,30/10/20,350,Streichkäse
72953811-df1d-4af4-8e71-3490fe4b8bfd,30/10/20,350,Cola
72953811-df1d-4af4-8e71-3490fe4b8bfd,30/10/20,350,Kuchen
72953811-df1d-4af4-8e71-3490fe4b8bfd,30/10/20,350,Bananen
39262dae-8ad8-4f31-983a-34eb4c101359,27/03/20,339,Brötchen
08550fb5-b37b-414b-a76c-40e10ef8d917,31/08/20,229,Wurst
08550fb5-b37b-414b-a76c-40e10ef8d917,31/08/20,229,Sonstiges Gemüse
08550fb5-b37b-414b-a76c-40e10ef8d917,31/08/20,229,Vollmilch
08550fb5-b37b-414b-a76c-40e10ef8d917,31/08/20,229,Butter
08550fb5-b37b-414b-a76c-40e10ef8d917,31/08/20,229,Fruchtsaft
f7945317-0e27-4a17-b347-61899371fa9a,02/08/20,308,Dinkelbrot
f7945317-0e27-4a17-b347-61899371fa9a,02/08/20,308,Fruchtsaft
f7945317-0e27-4a17-b347-61899371fa9a,02/08/20,308,Zeitungen
8d26dbc9-9663-4f9f-879f-5c36f352607d,19/07/20,33,Kräuter
8d26dbc9-9663-4f9f-879f-5c36f352607d,19/07/20,33,Vollmilch
8d26dbc9-9663-4f9f-879f-5c36f352607d,19/07/20,33,Gebäck
2055cae9-b2f6-4d20-b21a-87610b1a5cc0,27/07/20,116,Eier aus der Region
2055cae9-b2f6-4d20-b21a-87610b1a5cc0,27/07/20,116,Weißbrot
2055cae9-b2f6-4d20-b21a-87610b1a5cc0,27/07/20,116,Gebäck
2055cae9-b2f6-4d20-b21a-87610b1a5cc0,27/07/20,116,Dosenbier
2055cae9-b2f6-4d20-b21a-87610b1a5cc0,27/07/20,116,Zeitungen
58e91e23-d145-453d-bad3-2337da9ed418,14/12/20,108,Cola
58e91e23-d145-453d-bad3-2337da9ed418,14/12/20,108,Haltbare Backwaren
58e91e23-d145-453d-bad3-2337da9ed418,14/12/20,108,Einkaufstüten
a4a61095-b3ee-4e12-97aa-59d35c6c1035,07/12/20,388,Frankfurter Würstchen
a4a61095-b3ee-4e12-97aa-59d35c6c1035,07/12/20,388,Schweinefleisch
a4a61095-b3ee-4e12-97aa-59d35c6c1035,07/12/20,388,Kernobst
a4a61095-b3ee-4e12-97aa-59d35c6c1035,07/12/20,388,Wurzelgemüse
a4a61095-b3ee-4e12-97aa-59d35c6c1035,07/12/20,388,Sonstiges Gemüse
